  1.59372e+00   5.40668e+02   1.15381e-08 
  3.25309e+00   5.62916e+02   6.06364e-09 
  4.97517e+00   5.84217e+02   4.24562e-09 
  6.75668e+00   6.04477e+02   3.34128e-09 
  8.59439e+00   6.23462e+02   2.80474e-09 
  1.04846e+01   6.41652e+02   2.44977e-09 
  1.24244e+01   6.58143e+02   2.20255e-09 
  1.44124e+01   6.74572e+02   2.02014e-09 
  1.64438e+01   6.89051e+02   1.88263e-09 
  1.85167e+01   7.03466e+02   1.77450e-09 
  2.06292e+01   7.16562e+02   1.69087e-09 
  2.27772e+01   7.29010e+02   1.62244e-09 
  2.49597e+01   7.40308e+02   1.56952e-09 
  2.71741e+01   7.51462e+02   1.52513e-09 
  2.94168e+01   7.60724e+02   1.49067e-09 
  3.16856e+01   7.70211e+02   1.46090e-09 
  3.39801e+01   7.78317e+02   1.43951e-09 
  3.62969e+01   7.86248e+02   1.42044e-09 
  3.86339e+01   7.92697e+02   1.40660e-09 
  4.09873e+01   7.99091e+02   1.39347e-09 
  4.33587e+01   8.04756e+02   1.38510e-09 
  4.57445e+01   8.09265e+02   1.37829e-09 
  4.81399e+01   8.13333e+02   1.37053e-09 
  5.05479e+01   8.17562e+02   1.36504e-09 
  5.29647e+01   8.20201e+02   1.36055e-09 
  5.53863e+01   8.21395e+02   1.35563e-09 
  5.78125e+01   8.23873e+02   1.34775e-09 
  6.02445e+01   8.24950e+02   1.34201e-09 
  6.26754e+01   8.24950e+02   1.33236e-09 
  6.51074e+01   8.24950e+02   1.32210e-09 
  6.75395e+01   8.24950e+02   1.30888e-09 
  6.99715e+01   8.24950e+02   1.29305e-09 
  7.24024e+01   8.24950e+02   1.27377e-09 
  7.48215e+01   8.19617e+02   1.25425e-09 
  7.77563e+01   9.95482e+02   1.40044e-09 
  8.01358e+01   8.07519e+02   1.31344e-09 
  8.25262e+01   8.10843e+02   1.27972e-09 
  8.49446e+01   8.21686e+02   1.24850e-09 
  8.73790e+01   8.25754e+02   1.22351e-09 
  8.98251e+01   8.30127e+02   1.19687e-09 
  9.22858e+01   8.34657e+02   1.17262e-09 
  9.47620e+01   8.41167e+02   1.14701e-09 
  9.72471e+01   8.42971e+02   1.12599e-09 
  9.97604e+01   8.52929e+02   1.10352e-09 
  1.02287e+02   8.57031e+02   1.08298e-09 
  1.04819e+02   8.58996e+02   1.06263e-09 
  1.07383e+02   8.71539e+02   1.04042e-09 
  1.09967e+02   8.78336e+02   1.02199e-09 
  1.12562e+02   8.80144e+02   1.00576e-09 
  1.15193e+02   8.93569e+02   9.86828e-10 
  1.17839e+02   8.97984e+02   9.70611e-10 
  1.20511e+02   9.06840e+02   9.53995e-10 
  1.23212e+02   9.16613e+02   9.37912e-10 
  1.25931e+02   9.24418e+02   9.20557e-10 
  1.28684e+02   9.34194e+02   9.07062e-10 
  1.31472e+02   9.49288e+02   8.89194e-10 
  1.34295e+02   9.58026e+02   8.77937e-10 
  1.37143e+02   9.66575e+02   8.63799e-10 
  1.40027e+02   9.78654e+02   8.50234e-10 
  1.42944e+02   9.90104e+02   8.36891e-10 
  1.45899e+02   1.00254e+03   8.23821e-10 
  1.48904e+02   1.01483e+03   8.15151e-10 
  1.51948e+02   1.03324e+03   7.98628e-10 
  1.55029e+02   1.04556e+03   7.86537e-10 
  1.58162e+02   1.06331e+03   7.74617e-10 
  1.61337e+02   1.07741e+03   7.62910e-10 
  1.64569e+02   1.09674e+03   7.51523e-10 
  1.67842e+02   1.11084e+03   7.40292e-10 
  1.71179e+02   1.13238e+03   7.29296e-10 
  1.74559e+02   1.14727e+03   7.18475e-10 
  1.78012e+02   1.17183e+03   7.07974e-10 
  1.81511e+02   1.18734e+03   6.97524e-10 
  1.85081e+02   1.21152e+03   6.87322e-10 
  1.88719e+02   1.23456e+03   6.77312e-10 
  1.92413e+02   1.24768e+03   6.70643e-10 
  1.96188e+02   1.28093e+03   6.57736e-10 
  2.00028e+02   1.30310e+03   6.48201e-10 
  2.03943e+02   1.32884e+03   6.38762e-10 
  2.07931e+02   1.35316e+03   6.29508e-10 
  2.12002e+02   1.38169e+03   6.20430e-10 
  2.16163e+02   1.41215e+03   6.11512e-10 
  2.20404e+02   1.43933e+03   6.02626e-10 
  2.24731e+02   1.46828e+03   5.93986e-10 
  2.29145e+02   1.49791e+03   5.85380e-10 
  2.33655e+02   1.53066e+03   5.76969e-10 
  2.38264e+02   1.56402e+03   5.68613e-10 
  2.42971e+02   1.59745e+03   5.60441e-10 
  2.47784e+02   1.63333e+03   5.52378e-10 
  2.52691e+02   1.65725e+03   5.47046e-10 
  2.57726e+02   1.70883e+03   5.36555e-10 
  2.62861e+02   1.74243e+03   5.28808e-10 
  2.68110e+02   1.78133e+03   5.21144e-10 
  2.73478e+02   1.82178e+03   5.13587e-10 
  2.78965e+02   1.86201e+03   5.06164e-10 
  2.84577e+02   1.90447e+03   4.98828e-10 
  2.90324e+02   1.95058e+03   4.91595e-10 
  2.96202e+02   1.99474e+03   4.84456e-10 
  3.02206e+02   2.03757e+03   4.77409e-10 
  3.08353e+02   2.08596e+03   4.70471e-10 
  3.14648e+02   2.13648e+03   4.63634e-10 
  3.21091e+02   2.18652e+03   4.56865e-10 
  3.27665e+02   2.22005e+03   4.52402e-10 
  3.34420e+02   2.29240e+03   4.43634e-10 
  3.41319e+02   2.34121e+03   4.37149e-10 
  3.48374e+02   2.39439e+03   4.30739e-10 
  3.55596e+02   2.45096e+03   4.24423e-10 
  3.62986e+02   2.50788e+03   4.18191e-10 
  3.70551e+02   2.56724e+03   4.12048e-10 
  3.78301e+02   2.63018e+03   4.05994e-10 
  3.86222e+02   2.68806e+03   4.00019e-10 
  3.94333e+02   2.75250e+03   3.94136e-10 
  4.02633e+02   2.81662e+03   3.88318e-10 
  4.11126e+02   2.88254e+03   3.82574e-10 
  4.19817e+02   2.94925e+03   3.76924e-10 
  4.28712e+02   3.01862e+03   3.71345e-10 
  4.37794e+02   3.06732e+03   3.67648e-10 
