0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
1.00000E+00	1.92178E-02	4.30000E+00	0.00000E+00
2.00000E+00	3.84356E-02	3.60000E+00	1.00000E-01
3.00000E+00	5.76533E-02	4.90000E+00	0.00000E+00
4.00000E+00	7.68711E-02	5.10000E+00	0.00000E+00
5.00000E+00	9.60889E-02	5.20000E+00	0.00000E+00
6.00000E+00	1.15307E-01	6.10000E+00	1.00000E-01
7.00000E+00	1.34524E-01	6.20000E+00	0.00000E+00
8.00000E+00	1.53742E-01	6.40000E+00	0.00000E+00
9.00000E+00	1.72960E-01	8.20000E+00	0.00000E+00
1.00000E+01	1.92178E-01	7.00000E+00	1.00000E-01
1.50000E+01	2.88267E-01	8.80000E+00	0.00000E+00
2.00000E+01	3.84356E-01	1.06000E+01	1.00000E-01
2.50000E+01	4.80444E-01	1.28000E+01	1.00000E-01
3.00000E+01	5.76533E-01	1.37000E+01	1.00000E-01
3.50000E+01	6.72622E-01	1.49000E+01	1.00000E-01
4.00000E+01	7.68711E-01	1.67000E+01	1.00000E-01
4.50000E+01	8.64800E-01	1.76000E+01	1.00000E-01
5.00000E+01	9.60889E-01	1.98000E+01	1.00000E-01
5.50000E+01	1.05698E+00	2.25000E+01	1.00000E-01
6.00000E+01	1.15307E+00	2.28000E+01	1.00000E-01
7.50000E+01	1.44133E+00	2.77000E+01	1.00000E-01
9.00000E+01	1.72960E+00	3.35000E+01	1.00000E-01
1.05000E+02	2.01787E+00	4.01000E+01	1.00000E-01
1.20000E+02	2.30613E+00	4.77000E+01	2.00000E-01
1.35000E+02	2.59440E+00	5.38000E+01	2.00000E-01
1.50000E+02	2.88267E+00	6.02000E+01	2.00000E-01
1.65000E+02	3.17093E+00	6.75000E+01	3.00000E-01
1.80000E+02	3.45920E+00	7.72000E+01	2.00000E-01
1.95000E+02	3.74747E+00	8.70000E+01	3.00000E-01
2.10000E+02	4.03573E+00	9.43000E+01	4.00000E-01
2.25000E+02	4.32400E+00	1.03400E+02	5.00000E-01
2.40000E+02	4.61227E+00	1.12800E+02	7.00000E-01
2.55000E+02	4.90053E+00	1.22600E+02	1.00000E+00
2.70000E+02	5.18880E+00	1.31700E+02	1.90000E+00
2.85000E+02	5.47707E+00	1.42000E+02	3.00000E+00
3.00000E+02	5.76533E+00	1.53900E+02	3.50000E+00
3.15000E+02	6.05360E+00	1.66600E+02	4.10000E+00
3.30000E+02	6.34187E+00	1.78500E+02	5.10000E+00
3.45000E+02	6.63013E+00	1.89200E+02	5.50000E+00
3.60000E+02	6.91840E+00	2.01600E+02	5.80000E+00
3.75000E+02	7.20667E+00	2.14100E+02	6.50000E+00
3.90000E+02	7.49493E+00	2.25000E+02	6.10000E+00
4.05000E+02	7.78320E+00	2.37200E+02	6.70000E+00
4.20000E+02	8.07147E+00	2.47200E+02	7.40000E+00
4.35000E+02	8.35973E+00	2.59100E+02	7.20000E+00
4.50000E+02	8.64800E+00	2.70300E+02	7.40000E+00
4.65000E+02	8.93627E+00	2.83700E+02	7.70000E+00
4.80000E+02	9.22453E+00	2.94400E+02	8.00000E+00
4.95000E+02	9.51280E+00	3.05600E+02	8.50000E+00
5.10000E+02	9.80107E+00	3.19000E+02	8.40000E+00
5.25000E+02	1.00893E+01	3.29300E+02	8.50000E+00
5.40000E+02	1.03776E+01	3.41800E+02	8.60000E+00
5.55000E+02	1.06659E+01	3.53700E+02	9.00000E+00
5.70000E+02	1.09541E+01	3.64600E+02	8.60000E+00
5.85000E+02	1.12424E+01	3.78300E+02	9.00000E+00
6.00000E+02	1.15307E+01	3.88600E+02	9.00000E+00
6.15000E+02	1.18189E+01	3.99300E+02	9.20000E+00
6.30000E+02	1.21072E+01	4.14500E+02	1.04000E+01
6.45000E+02	1.23955E+01	4.25100E+02	1.01000E+01
6.60000E+02	1.26837E+01	4.35800E+02	1.00000E+01
6.75000E+02	1.29720E+01	4.47900E+02	1.03000E+01
6.90000E+02	1.32603E+01	4.59500E+02	1.01000E+01
7.05000E+02	1.35485E+01	4.72000E+02	1.08000E+01
7.20000E+02	1.38368E+01	4.87200E+02	1.23000E+01
7.35000E+02	1.41251E+01	4.99900E+02	1.28000E+01
7.50000E+02	1.44133E+01	5.14200E+02	1.28000E+01
7.65000E+02	1.47016E+01	5.27600E+02	1.27000E+01
7.80000E+02	1.49899E+01	5.44300E+02	1.31000E+01
7.95000E+02	1.52781E+01	5.58600E+02	1.32000E+01
8.10000E+02	1.55664E+01	5.73500E+02	1.30000E+01
8.25000E+02	1.58547E+01	5.88100E+02	1.34000E+01
8.40000E+02	1.61429E+01	6.22800E+02	1.34000E+01
