0.00000E+00	0.00000E+00	1.00000E-01	1.00000E-02
1.00000E+00	1.90206E-02	4.00000E-01	2.00000E-02
2.00000E+00	3.80412E-02	9.00000E-01	4.00000E-02
3.00000E+00	5.70617E-02	1.30000E+00	6.00000E-02
4.00000E+00	7.60823E-02	1.80000E+00	8.00000E-02
5.00000E+00	9.51029E-02	2.20000E+00	1.00000E-01
6.00000E+00	1.14123E-01	2.70000E+00	1.20000E-01
7.00000E+00	1.33144E-01	3.20000E+00	1.40000E-01
8.00000E+00	1.52165E-01	3.60000E+00	1.60000E-01
9.00000E+00	1.71185E-01	4.10000E+00	1.80000E-01
1.00000E+01	1.90206E-01	4.50000E+00	2.00000E-01
1.50000E+01	2.85309E-01	6.80000E+00	3.00000E-01
2.00000E+01	3.80412E-01	9.00000E+00	4.00000E-01
2.50000E+01	4.75514E-01	1.13000E+01	5.00000E-01
3.00000E+01	5.70617E-01	1.36000E+01	6.00000E-01
3.50000E+01	6.65720E-01	1.59000E+01	7.00000E-01
4.00000E+01	7.60823E-01	1.81000E+01	8.00000E-01
4.50000E+01	8.55926E-01	2.04000E+01	9.00000E-01
5.00000E+01	9.51029E-01	2.27000E+01	1.00000E+00
5.50000E+01	1.04613E+00	2.50000E+01	1.10000E+00
6.00000E+01	1.14123E+00	2.73000E+01	1.20000E+00
7.50000E+01	1.42654E+00	3.41000E+01	1.50000E+00
9.00000E+01	1.71185E+00	4.09000E+01	1.80000E+00
1.05000E+02	1.99716E+00	4.77000E+01	2.00000E+00
1.20000E+02	2.28247E+00	5.45000E+01	2.30000E+00
1.35000E+02	2.56778E+00	6.12000E+01	2.70000E+00
1.50000E+02	2.85309E+00	6.78000E+01	3.00000E+00
1.65000E+02	3.13840E+00	7.44000E+01	3.40000E+00
1.80000E+02	3.42370E+00	8.09000E+01	3.80000E+00
1.95000E+02	3.70901E+00	8.74000E+01	4.30000E+00
2.10000E+02	3.99432E+00	9.38000E+01	4.90000E+00
2.25000E+02	4.27963E+00	1.00100E+02	5.40000E+00
2.40000E+02	4.56494E+00	1.06300E+02	6.00000E+00
2.55000E+02	4.85025E+00	1.12500E+02	6.70000E+00
2.70000E+02	5.13556E+00	1.18600E+02	7.40000E+00
2.85000E+02	5.42086E+00	1.24700E+02	8.20000E+00
3.00000E+02	5.70617E+00	1.30600E+02	9.00000E+00
3.15000E+02	5.99148E+00	1.36600E+02	9.80000E+00
3.30000E+02	6.27679E+00	1.42500E+02	1.07000E+01
3.45000E+02	6.56210E+00	1.48300E+02	1.16000E+01
3.60000E+02	6.84741E+00	1.54100E+02	1.26000E+01
3.75000E+02	7.13272E+00	1.59900E+02	1.36000E+01
3.90000E+02	7.41802E+00	1.65600E+02	1.46000E+01
4.05000E+02	7.70333E+00	1.71400E+02	1.57000E+01
4.20000E+02	7.98864E+00	1.77100E+02	1.67000E+01
4.35000E+02	8.27395E+00	1.82800E+02	1.78000E+01
4.50000E+02	8.55926E+00	1.88500E+02	1.89000E+01
4.65000E+02	8.84457E+00	1.94300E+02	2.01000E+01
4.80000E+02	9.12988E+00	2.00100E+02	2.12000E+01
4.95000E+02	9.41519E+00	2.05900E+02	2.24000E+01
5.10000E+02	9.70049E+00	2.11700E+02	2.35000E+01
5.25000E+02	9.98580E+00	2.17600E+02	2.47000E+01
5.40000E+02	1.02711E+01	2.23500E+02	2.58000E+01
5.55000E+02	1.05564E+01	2.29600E+02	2.70000E+01
5.70000E+02	1.08417E+01	2.35600E+02	2.82000E+01
5.85000E+02	1.11270E+01	2.41800E+02	2.93000E+01
6.00000E+02	1.14123E+01	2.48100E+02	3.05000E+01
6.15000E+02	1.16977E+01	2.54400E+02	3.17000E+01
6.30000E+02	1.19830E+01	2.60900E+02	3.28000E+01
6.45000E+02	1.22683E+01	2.67400E+02	3.40000E+01
6.60000E+02	1.25536E+01	2.74100E+02	3.52000E+01
6.75000E+02	1.28389E+01	2.80900E+02	3.63000E+01
6.90000E+02	1.31242E+01	2.87900E+02	3.75000E+01
7.05000E+02	1.34095E+01	2.94900E+02	3.86000E+01
7.20000E+02	1.36948E+01	3.02200E+02	3.98000E+01
7.35000E+02	1.39801E+01	3.09600E+02	4.09000E+01
7.50000E+02	1.42654E+01	3.17100E+02	4.21000E+01
7.65000E+02	1.45507E+01	3.24800E+02	4.33000E+01
7.80000E+02	1.48360E+01	3.32700E+02	4.45000E+01
7.95000E+02	1.51214E+01	3.40800E+02	4.57000E+01
8.10000E+02	1.54067E+01	3.49000E+02	4.69000E+01
8.25000E+02	1.56920E+01	3.57500E+02	4.81000E+01
8.40000E+02	1.59773E+01	3.66100E+02	4.93000E+01
8.55000E+02	1.62626E+01	3.75000E+02	5.06000E+01
8.70000E+02	1.65479E+01	3.84100E+02	5.19000E+01
8.85000E+02	1.68332E+01	3.93300E+02	5.32000E+01
9.00000E+02	1.71185E+01	4.02800E+02	5.46000E+01
9.15000E+02	1.74038E+01	4.12600E+02	5.59000E+01
9.30000E+02	1.76891E+01	4.22500E+02	5.73000E+01
9.45000E+02	1.79744E+01	4.32700E+02	5.88000E+01
9.60000E+02	1.82598E+01	4.43200E+02	6.03000E+01
9.75000E+02	1.85451E+01	4.53900E+02	6.18000E+01
9.90000E+02	1.88304E+01	4.64900E+02	6.34000E+01
1.00500E+03	1.91157E+01	4.76200E+02	6.50000E+01
1.02000E+03	1.94010E+01	4.87700E+02	6.66000E+01
1.03500E+03	1.96863E+01	4.99500E+02	6.83000E+01
1.05000E+03	1.99716E+01	5.11700E+02	7.01000E+01
1.06500E+03	2.02569E+01	5.24100E+02	7.19000E+01
1.08000E+03	2.05422E+01	5.36900E+02	7.37000E+01
1.09500E+03	2.08275E+01	5.50000E+02	7.55000E+01
1.11000E+03	2.11128E+01	5.63400E+02	7.74000E+01
1.12500E+03	2.13981E+01	5.77200E+02	7.93000E+01
1.14000E+03	2.16835E+01	5.91400E+02	8.12000E+01
1.15500E+03	2.19688E+01	6.06000E+02	8.31000E+01
1.17000E+03	2.22541E+01	6.21000E+02	8.50000E+01
1.18500E+03	2.25394E+01	6.36400E+02	8.69000E+01
1.20000E+03	2.28247E+01	6.52200E+02	8.88000E+01
1.21500E+03	2.31100E+01	6.68600E+02	9.07000E+01
