3.86675E-01	4.97271E-07
8.73341E-01	2.49078E-07
1.26008E+00	1.65757E-07
1.74658E+00	1.24538E-07
2.13359E+00	9.94563E-08
2.62003E+00	8.30227E-08
3.10650E+00	7.11666E-08
3.49355E+00	6.21618E-08
3.97993E+00	5.53475E-08
4.36702E+00	4.97302E-08
6.59999E+00	3.31898E-08
8.73371E+00	2.48838E-08
1.09668E+01	1.99137E-08
1.31999E+01	1.65950E-08
1.54330E+01	1.42243E-08
1.75678E+01	1.24420E-08
1.97997E+01	1.10632E-08
2.20335E+01	9.95706E-09
2.42672E+01	9.05164E-09
2.65008E+01	8.29724E-09
3.31026E+01	6.63728E-09
3.97044E+01	5.53105E-09
4.63670E+01	4.99072E-09
5.29702E+01	4.32878E-09
5.94024E+01	3.67714E-09
6.58036E+01	3.31772E-09
7.21387E+01	2.91965E-09
7.83755E+01	2.61170E-09
8.45400E+01	2.30164E-09
9.05370E+01	2.01341E-09
9.65032E+01	1.83173E-09
1.02306E+02	1.64339E-09
1.08032E+02	1.46705E-09
1.13667E+02	1.32770E-09
1.19229E+02	1.19431E-09
1.24596E+02	1.08713E-09
1.30040E+02	9.98675E-10
1.35355E+02	9.11411E-10
1.40553E+02	8.40031E-10
1.45682E+02	7.70669E-10
1.50811E+02	7.13811E-10
1.55841E+02	6.64486E-10
1.60870E+02	6.16024E-10
1.65901E+02	5.79976E-10
1.70892E+02	5.43214E-10
1.75857E+02	5.11352E-10
1.80822E+02	4.79305E-10
1.85882E+02	4.55979E-10
1.90903E+02	4.30298E-10
1.95934E+02	4.10812E-10
2.01029E+02	3.90448E-10
2.06195E+02	3.74943E-10
2.11485E+02	3.56926E-10
2.16723E+02	3.42285E-10
2.22159E+02	3.30693E-10
2.27644E+02	3.16620E-10
2.33139E+02	3.04716E-10
2.38922E+02	2.96008E-10
2.44660E+02	2.84930E-10
2.50504E+02	2.75286E-10
2.56582E+02	2.67893E-10
2.62774E+02	2.58965E-10
2.69046E+02	2.51871E-10
2.75545E+02	2.44361E-10
2.82217E+02	2.38460E-10
2.88913E+02	2.31259E-10
2.95803E+02	2.24731E-10
3.02904E+02	2.18599E-10
3.10208E+02	2.13575E-10
3.17605E+02	2.07824E-10
3.25309E+02	2.03133E-10
3.33109E+02	1.98265E-10
3.41133E+02	1.92778E-10
3.49369E+02	1.88218E-10
3.57700E+02	1.83547E-10
3.66256E+02	1.78780E-10
3.75207E+02	1.75047E-10
3.84157E+02	1.70557E-10
3.93346E+02	1.66019E-10
4.02850E+02	1.62040E-10
4.12541E+02	1.57762E-10
4.22475E+02	1.54017E-10
4.32698E+02	1.50124E-10
4.43132E+02	1.46452E-10
4.53789E+02	1.43012E-10
4.64789E+02	1.39239E-10
4.75979E+02	1.35794E-10
4.87582E+02	1.32581E-10
4.99483E+02	1.29511E-10
5.11605E+02	1.26247E-10
5.24145E+02	1.23294E-10
5.37087E+02	1.20560E-10
5.50408E+02	1.17681E-10
5.64145E+02	1.15137E-10
5.78285E+02	1.12849E-10
5.92822E+02	1.10500E-10
6.07961E+02	1.08269E-10
