1	0.5
2	1
3	1.5
4	2
5	2.5
6	3
7	3.5
8	4
9	4.5
10	5
11	5
12	5
13	5
14	5
15	5
16	5
17	5
18	5
19	5
20	5
21	5
22	5
23	5
24	5
25	5
26	5
27	5
28	5
29	5
30	5
31	5
32	5
33	5
34	5
35	5
36	5
37	5
38	5
39	5
40	5
41	5
42	5
43	5
44	5
45	5
46	5
47	5
48	5
49	5
50	5
51	5.4
52	5.8
53	6.2
54	6.6
55	7
56	7.4
57	7.8
58	8.2
59	8.6
60	9
61	9.4
62	9.8
63	10.2
64	10.6
65	11
66	11.4
67	11.8
68	12.2
69	12.6
70	13
71	13.4
72	13.8
73	14.2
74	14.6
75	15
76	15.4
77	15.8
78	16.2
79	16.6
80	17
81	17.4
82	17.8
83	18.2
84	18.6
85	19
86	19.4
87	19.8
88	20.2
89	20.6
90	21
91	21.4
92	21.8
93	22.2
94	22.6
95	23
96	23.4
97	23.8
98	24.2
99	24.6
100	25
101	25
102	25
103	25
104	25
105	25
106	25
107	25
108	25
109	25
110	25
111	25
112	25
113	25
114	25
115	25
