  8.66515e-01   2.93419e+02   2.31602e-08 
  1.29016e+00   1.43460e+02   5.03966e-09 
  1.68215e+00   1.32720e+02   2.94617e-09 
  4.48722e+00   9.49898e+02   3.09546e-09 
  7.27058e+00   9.42639e+02   2.48049e-09 
  1.01172e+01   9.63671e+02   2.07583e-09 
  1.30396e+01   9.90008e+02   1.79501e-09 
  1.60266e+01   1.01121e+03   1.59282e-09 
  1.90860e+01   1.03651e+03   1.43661e-09 
  2.22088e+01   1.05718e+03   1.31639e-09 
  2.53814e+01   1.07500e+03   1.21703e-09 
  2.86163e+01   1.09564e+03   1.13730e-09 
  3.18997e+01   1.11206e+03   1.07013e-09 
  3.52298e+01   1.12843e+03   1.01223e-09 
  3.86111e+01   1.14529e+03   9.64296e-10 
  4.20330e+01   1.15902e+03   9.22927e-10 
  4.54867e+01   1.16981e+03   8.85820e-10 
  4.89738e+01   1.18190e+03   8.52623e-10 
  5.25040e+01   1.19510e+03   8.25683e-10 
  5.60474e+01   1.20017e+03   7.98997e-10 
  5.96220e+01   1.21013e+03   7.77043e-10 
  6.32293e+01   1.22180e+03   7.56452e-10 
  6.68449e+01   1.22461e+03   7.37402e-10 
  7.04798e+01   1.23055e+03   7.21696e-10 
  7.41415e+01   1.24020e+03   7.05979e-10 
  7.78049e+01   1.24020e+03   6.91954e-10 
  8.14701e+01   1.24144e+03   6.78980e-10 
  8.51569e+01   1.24812e+03   6.67320e-10 
  8.88469e+01   1.24981e+03   6.56468e-10 
  9.25251e+01   1.24412e+03   6.47368e-10 
  9.62329e+01   1.25586e+03   6.36442e-10 
  9.98950e+01   1.23855e+03   6.28904e-10 
  1.03620e+02   1.26170e+03   6.19886e-10 
  1.07298e+02   1.24439e+03   6.12972e-10 
  1.11030e+02   1.26351e+03   6.05052e-10 
  1.14713e+02   1.24611e+03   5.98514e-10 
  1.18380e+02   1.24146e+03   5.91734e-10 
  1.22045e+02   1.24146e+03   5.85013e-10 
  1.25620e+02   1.21015e+03   5.79406e-10 
  1.29269e+02   1.23730e+03   5.72602e-10 
  1.32871e+02   1.21710e+03   5.68965e-10 
  1.36525e+02   1.23769e+03   5.62379e-10 
  1.40132e+02   1.22150e+03   5.57103e-10 
  1.43712e+02   1.21196e+03   5.52168e-10 
  1.47190e+02   1.17819e+03   5.46669e-10 
  1.50749e+02   1.20463e+03   5.42541e-10 
  1.54259e+02   1.18900e+03   5.37138e-10 
  1.57741e+02   1.17860e+03   5.32525e-10 
  1.61218e+02   1.17665e+03   5.28047e-10 
  1.64685e+02   1.17665e+03   5.21840e-10 
  1.68169e+02   1.17665e+03   5.19379e-10 
  1.71543e+02   1.14504e+03   5.11968e-10 
  1.74985e+02   1.16211e+03   5.09878e-10 
  1.78393e+02   1.15668e+03   5.02829e-10 
  1.81757e+02   1.14182e+03   4.97849e-10 
  1.85026e+02   1.10294e+03   4.95889e-10 
  1.88348e+02   1.12742e+03   4.88146e-10 
  1.91637e+02   1.11085e+03   4.85442e-10 
  1.94954e+02   1.12560e+03   4.78201e-10 
  1.98242e+02   1.11043e+03   4.75830e-10 
  2.01482e+02   1.09965e+03   4.67994e-10 
  2.04629e+02   1.06261e+03   4.65594e-10 
  2.07822e+02   1.08355e+03   4.57993e-10 
  2.11050e+02   1.09196e+03   4.54542e-10 
  2.14219e+02   1.07541e+03   4.47872e-10 
  2.17395e+02   1.07787e+03   4.42589e-10 
  2.20551e+02   1.06495e+03   4.39837e-10 
  2.23660e+02   1.05506e+03   4.32066e-10 
  2.26815e+02   1.06530e+03   4.28633e-10 
  2.29954e+02   1.06530e+03   4.21403e-10 
  2.33053e+02   1.04463e+03   4.18871e-10 
  2.36131e+02   1.04463e+03   4.10856e-10 
  2.39218e+02   1.04235e+03   4.07317e-10 
  2.42289e+02   1.04235e+03   3.99830e-10 
  2.45414e+02   1.06271e+03   3.93895e-10 
  2.48525e+02   1.04963e+03   3.91553e-10 
  2.51583e+02   1.03585e+03   3.84665e-10 
  2.54681e+02   1.04633e+03   3.80542e-10 
  2.57828e+02   1.06814e+03   3.73512e-10 
  2.60916e+02   1.04181e+03   3.70296e-10 
  2.63994e+02   1.04440e+03   3.62808e-10 
  2.67220e+02   1.08949e+03   3.59605e-10 
  2.70398e+02   1.07865e+03   3.52860e-10 
  2.73577e+02   1.07865e+03   3.47548e-10 
  2.76771e+02   1.07865e+03   3.44341e-10 
  2.79968e+02   1.08523e+03   3.37671e-10 
  2.83182e+02   1.08523e+03   3.34351e-10 
  2.86456e+02   1.11127e+03   3.27900e-10 
  2.89747e+02   1.11127e+03   3.24634e-10 
  2.93128e+02   1.14746e+03   3.18585e-10 
  2.96526e+02   1.14746e+03   3.15277e-10 
  2.99981e+02   1.17250e+03   3.09479e-10 
  3.03445e+02   1.17544e+03   3.04814e-10 
  3.07009e+02   1.20607e+03   3.01399e-10 
  3.10571e+02   1.20891e+03   2.96165e-10 
  3.14223e+02   1.23347e+03   2.93319e-10 
  3.17877e+02   1.23978e+03   2.87732e-10 
  3.21627e+02   1.26668e+03   2.85222e-10 
  3.25474e+02   1.30537e+03   2.79883e-10 
  3.29416e+02   1.33143e+03   2.77314e-10 
  3.33350e+02   1.33751e+03   2.71584e-10 
  3.37498e+02   1.40756e+03   2.68619e-10 
